Date,USD,EUR,Germany,France,Spain,Italy,GBP,JPY,AUD,NZD,CAD,CHF,SEK,NOK,CZK,PLN,HUF,ILS,ZAR,TRY,RUB,BRL,MXN,CLP,COP,INR,IDR,PHP,THB,MYR,SGD,KRW,TWD,CNY
2000-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-01-11,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-01-18,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-01-25,100.0,0.0,,,,,0.0,0.0,100.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-02-01,100.0,0.0,,,,,0.0,0.0,50.0,0.0,50.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-02-08,50.0,0.0,,,,,0.0,0.0,50.0,0.0,50.0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-02-15,100.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-02-22,50.0,100.0,,,,,0.0,0.0,0.0,0.0,100.0,,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-50.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0
2002-03-01,100.0,50.0,,,,,-100.0,100.0,0.0,0.0,100.0,,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,50.0,0.0,0.0,0.0,50.0,50.0,50.0,100.0,100.0,50.0,50.0,100.0
2002-03-08,50.0,100.0,,,,,100.0,50.0,100.0,0.0,100.0,,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,50.0
2002-03-15,50.0,50.0,,,,,50.0,100.0,50.0,0.0,50.0,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,-50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,50.0,50.0
2002-03-22,100.0,50.0,,,,,50.0,50.0,50.0,0.0,100.0,,50.0,0.0,-100.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,-100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,50.0,-100.0
2002-03-29,100.0,0.0,,,,,-100.0,50.0,0.0,0.0,50.0,,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,50.0,0.0,100.0,50.0,0.0,-100.0
2002-04-05,50.0,0.0,,,,,-50.0,0.0,0.0,0.0,50.0,,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,50.0,0.0,-50.0
2002-04-12,50.0,0.0,,,,,-50.0,100.0,-100.0,100.0,0.0,,-100.0,100.0,100.0,100.0,-100.0,0.0,100.0,0.0,50.0,100.0,0.0,100.0,-100.0,-100.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,-50.0
2002-04-19,0.0,0.0,,,,,-100.0,50.0,-50.0,-100.0,0.0,,-50.0,50.0,50.0,50.0,-50.0,0.0,50.0,0.0,50.0,50.0,0.0,50.0,-50.0,-50.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,-100.0
2002-04-26,-100.0,0.0,,,,,-50.0,50.0,-50.0,-50.0,0.0,,-50.0,50.0,50.0,50.0,-50.0,0.0,50.0,0.0,0.0,50.0,0.0,50.0,-50.0,-50.0,50.0,0.0,0.0,0.0,50.0,0.0,50.0,-50.0
2002-05-03,-50.0,0.0,,,,,-50.0,0.0,0.0,-50.0,0.0,,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,-100.0,0.0,-50.0,-50.0
2002-05-10,-50.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-50.0,0.0,0.0,100.0,-50.0,0.0,0.0,0.0
2002-05-17,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,-50.0,100.0,-100.0,0.0
2002-05-24,-100.0,0.0,,,,,-100.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,-100.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,100.0,-50.0,0.0
2002-05-31,-50.0,-100.0,,,,,-50.0,50.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-100.0,-50.0,-50.0,0.0,0.0,50.0,-100.0,0.0,50.0,0.0,50.0,-50.0,0.0
2002-06-07,-100.0,-50.0,,,,,-50.0,100.0,100.0,0.0,50.0,,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,-50.0,100.0,-50.0,0.0,0.0,0.0,-50.0,0.0,50.0,0.0,50.0,0.0,0.0
2002-06-14,-50.0,-50.0,,,,,0.0,50.0,50.0,0.0,50.0,,50.0,0.0,0.0,-100.0,0.0,0.0,50.0,0.0,0.0,-50.0,50.0,0.0,100.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-21,-100.0,0.0,,,,,0.0,50.0,50.0,0.0,0.0,,-100.0,-100.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2002-06-28,0.0,0.0,,,,,100.0,0.0,0.0,0.0,100.0,,-50.0,-50.0,-100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,100.0
2002-07-05,-50.0,-100.0,,,,,100.0,0.0,0.0,0.0,50.0,,-50.0,-50.0,-50.0,50.0,100.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0
2002-07-12,50.0,-100.0,,,,,50.0,100.0,0.0,-100.0,-100.0,,-100.0,100.0,-50.0,-100.0,50.0,0.0,100.0,-100.0,-50.0,0.0,0.0,100.0,0.0,-50.0,0.0,0.0,0.0,0.0,-100.0,0.0,100.0,100.0
2002-07-19,100.0,-50.0,,,,,50.0,0.0,0.0,-50.0,-50.0,,-50.0,50.0,0.0,-50.0,50.0,0.0,50.0,-50.0,-50.0,-100.0,0.0,50.0,0.0,-50.0,0.0,0.0,0.0,0.0,-50.0,0.0,50.0,100.0
2002-07-26,50.0,-50.0,,,,,0.0,100.0,0.0,-50.0,-100.0,,-50.0,50.0,0.0,-50.0,0.0,0.0,50.0,-50.0,0.0,-50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,50.0,50.0
2002-08-02,-100.0,0.0,,,,,0.0,0.0,0.0,0.0,-100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
2002-08-09,-50.0,-100.0,,,,,-100.0,-100.0,0.0,0.0,-50.0,,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,0.0
2002-08-16,-50.0,-50.0,,,,,-50.0,-50.0,0.0,-100.0,-50.0,,-50.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-100.0,-100.0,0.0,-50.0,-100.0,-50.0,-50.0,-50.0,0.0,0.0,-100.0,0.0
2002-08-23,0.0,-100.0,,,,,-100.0,-50.0,0.0,-50.0,0.0,,-50.0,0.0,-50.0,100.0,0.0,0.0,0.0,0.0,0.0,-50.0,-50.0,-100.0,0.0,-50.0,-50.0,-50.0,-50.0,-100.0,-50.0,-100.0,-50.0,0.0
2002-08-30,0.0,-50.0,,,,,-50.0,100.0,0.0,-50.0,100.0,,0.0,0.0,-50.0,-100.0,0.0,0.0,100.0,0.0,0.0,-50.0,-50.0,-50.0,-100.0,0.0,-50.0,100.0,0.0,-50.0,50.0,-50.0,-50.0,0.0
2002-09-06,0.0,-100.0,,,,,-50.0,50.0,-100.0,0.0,50.0,,0.0,-100.0,0.0,-50.0,-100.0,0.0,50.0,0.0,0.0,100.0,0.0,-50.0,-50.0,0.0,0.0,50.0,0.0,-50.0,0.0,-50.0,0.0,0.0
2002-09-13,0.0,-100.0,,,,,0.0,100.0,-50.0,0.0,0.0,,0.0,-50.0,100.0,-50.0,-50.0,0.0,50.0,100.0,0.0,50.0,0.0,0.0,-100.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-20,100.0,-50.0,,,,,0.0,50.0,-50.0,0.0,100.0,,0.0,-50.0,50.0,0.0,-50.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,-50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2002-09-27,100.0,-50.0,,,,,100.0,50.0,0.0,0.0,50.0,,-100.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,50.0,0.0,-100.0,0.0,0.0,0.0
2002-10-04,50.0,0.0,,,,,50.0,0.0,100.0,0.0,50.0,,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,-50.0,0.0,0.0,0.0
2002-10-11,50.0,-100.0,,,,,50.0,-100.0,50.0,-100.0,-100.0,,-100.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,100.0,-100.0,-100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,100.0
2002-10-18,-100.0,-50.0,,,,,0.0,-50.0,50.0,-50.0,-50.0,,-50.0,0.0,-100.0,0.0,0.0,0.0,-50.0,50.0,50.0,-50.0,-50.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,-50.0
2002-10-25,-50.0,-50.0,,,,,0.0,-50.0,0.0,-50.0,-100.0,,-50.0,0.0,-50.0,0.0,0.0,0.0,-50.0,50.0,50.0,-50.0,-50.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0
2002-11-01,-100.0,0.0,,,,,0.0,0.0,0.0,0.0,-100.0,,0.0,0.0,-50.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
2002-11-08,-50.0,0.0,,,,,0.0,100.0,0.0,0.0,-50.0,,0.0,0.0,0.0,100.0,-50.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0
2002-11-15,-50.0,0.0,,,,,0.0,0.0,0.0,0.0,-50.0,,0.0,0.0,0.0,50.0,-50.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,-50.0,-100.0,100.0
2002-11-22,0.0,0.0,,,,,-100.0,50.0,0.0,0.0,0.0,,0.0,0.0,-100.0,50.0,0.0,0.0,-100.0,0.0,-100.0,0.0,100.0,-100.0,0.0,0.0,-50.0,0.0,0.0,0.0,100.0,0.0,-50.0,50.0
2002-11-29,100.0,-100.0,,,,,0.0,-50.0,0.0,0.0,100.0,,0.0,0.0,-50.0,100.0,0.0,0.0,-50.0,0.0,-50.0,0.0,50.0,-100.0,0.0,0.0,-50.0,100.0,100.0,100.0,50.0,50.0,-50.0,50.0
2002-12-06,50.0,-50.0,,,,,-50.0,0.0,-100.0,100.0,50.0,,-100.0,-100.0,-100.0,50.0,-100.0,0.0,100.0,100.0,-50.0,100.0,50.0,0.0,100.0,100.0,0.0,-100.0,0.0,50.0,100.0,50.0,100.0,0.0
2002-12-13,50.0,-50.0,,,,,50.0,100.0,0.0,0.0,50.0,,-50.0,-100.0,100.0,50.0,-50.0,0.0,50.0,100.0,0.0,100.0,0.0,-50.0,50.0,50.0,0.0,100.0,50.0,50.0,50.0,0.0,50.0,0.0
2002-12-20,0.0,0.0,,,,,0.0,50.0,-50.0,50.0,0.0,,-50.0,-50.0,50.0,0.0,-50.0,0.0,50.0,50.0,0.0,50.0,0.0,50.0,50.0,50.0,0.0,50.0,-50.0,0.0,50.0,0.0,50.0,0.0
2002-12-27,0.0,0.0,,,,,0.0,50.0,50.0,-50.0,0.0,,0.0,-50.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-01-03,-33.33333333333333,-33.33333333333333,-100.0,-100.0,100.0,-100.0,33.33333333333333,-33.33333333333333,33.33333333333333,-33.33333333333333,33.33333333333333,100.0,-33.33333333333333,0.0,33.33333333333333,33.33333333333333,-33.33333333333333,0.0,0.0,33.33333333333333,0.0,33.33333333333333,-33.33333333333333,33.33333333333333,0.0,33.33333333333333,-33.33333333333333,33.33333333333333,0.0,-33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,0.0
2003-01-10,-33.33333333333333,-33.33333333333333,-100.0,-100.0,100.0,-100.0,-33.33333333333333,-33.33333333333333,33.33333333333333,-33.33333333333333,33.33333333333333,100.0,-33.33333333333333,0.0,33.33333333333333,33.33333333333333,-33.33333333333333,0.0,0.0,33.33333333333333,0.0,33.33333333333333,-33.33333333333333,-33.33333333333333,0.0,33.33333333333333,-33.33333333333333,33.33333333333333,0.0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,0.0
2003-01-17,-100.0,-33.33333333333333,-100.0,100.0,100.0,100.0,33.33333333333333,-100.0,33.33333333333333,-33.33333333333333,33.33333333333333,100.0,-33.33333333333333,-66.66666666666666,33.33333333333333,33.33333333333333,-33.33333333333333,0.0,0.0,33.33333333333333,0.0,33.33333333333333,-33.33333333333333,0.0,0.0,33.33333333333333,-33.33333333333333,33.33333333333333,0.0,33.33333333333333,-33.33333333333333,33.33333333333333,33.33333333333333,0.0
2003-01-24,-75.0,25.0,0.0,100.0,0.0,100.0,0.0,-75.0,50.0,0.0,0.0,0.0,-50.0,-25.0,50.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,25.0,0.0,0.0,-50.0,0.0,0.0,50.0,-50.0,0.0,50.0,0.0
2003-01-31,0.0,25.0,0.0,100.0,0.0,100.0,50.0,-100.0,50.0,0.0,50.0,0.0,-100.0,-25.0,50.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,50.0,0.0,0.0,-50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0
2003-02-07,75.0,50.0,0.0,100.0,0.0,100.0,0.0,-50.0,0.0,0.0,-50.0,100.0,-25.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,-50.0,100.0,50.0,50.0,0.0,50.0,0.0
2003-02-14,50.0,-50.0,-100.0,-100.0,0.0,100.0,0.0,100.0,50.0,50.0,-25.0,100.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0,0.0,-50.0,-25.0,50.0,50.0,50.0,-50.0,-50.0,0.0
2003-02-21,-75.0,-25.0,-100.0,-100.0,0.0,100.0,-25.0,50.0,50.0,50.0,-50.0,-100.0,-50.0,0.0,0.0,-50.0,0.0,0.0,0.0,50.0,0.0,25.0,-100.0,50.0,0.0,0.0,-100.0,-75.0,50.0,0.0,50.0,-75.0,-100.0,0.0
2003-02-28,-50.0,25.0,100.0,-100.0,-100.0,100.0,-50.0,75.0,50.0,50.0,-50.0,100.0,-50.0,0.0,0.0,0.0,0.0,0.0,-100.0,50.0,0.0,-50.0,-75.0,50.0,0.0,0.0,-50.0,0.0,0.0,50.0,0.0,-75.0,-75.0,0.0
2003-03-07,-100.0,100.0,100.0,0.0,-100.0,100.0,-25.0,25.0,-50.0,50.0,25.0,100.0,-50.0,0.0,0.0,-25.0,50.0,0.0,-50.0,0.0,-100.0,-75.0,-75.0,50.0,0.0,0.0,-75.0,0.0,0.0,50.0,25.0,-100.0,0.0,0.0
2003-03-14,-75.0,0.0,100.0,100.0,-100.0,100.0,0.0,100.0,-25.0,0.0,25.0,100.0,100.0,0.0,0.0,-25.0,0.0,0.0,-50.0,50.0,100.0,-75.0,-100.0,50.0,100.0,-50.0,-25.0,-50.0,-100.0,-50.0,-50.0,-100.0,0.0,-100.0
2003-03-21,-75.0,25.0,100.0,100.0,-100.0,100.0,0.0,75.0,-25.0,25.0,50.0,100.0,75.0,0.0,-50.0,-50.0,25.0,0.0,0.0,50.0,50.0,0.0,-75.0,0.0,50.0,-25.0,-25.0,-25.0,0.0,-25.0,25.0,50.0,25.0,-50.0
2003-03-28,-50.0,-25.0,100.0,100.0,0.0,0.0,25.0,75.0,0.0,25.0,50.0,100.0,75.0,0.0,-25.0,-50.0,-50.0,0.0,0.0,0.0,100.0,0.0,-75.0,-50.0,50.0,-25.0,-25.0,-75.0,-50.0,-25.0,-25.0,75.0,0.0,-50.0
2003-04-04,-50.0,0.0,100.0,0.0,0.0,0.0,-25.0,50.0,0.0,50.0,50.0,100.0,50.0,0.0,-25.0,0.0,-25.0,0.0,0.0,25.0,50.0,0.0,-50.0,-25.0,0.0,-50.0,0.0,-50.0,50.0,-50.0,-50.0,75.0,0.0,0.0
2003-04-11,50.0,0.0,0.0,0.0,0.0,0.0,50.0,-50.0,-100.0,100.0,0.0,100.0,0.0,0.0,-50.0,0.0,-50.0,0.0,0.0,-25.0,50.0,0.0,-25.0,50.0,-100.0,-25.0,-50.0,-50.0,-100.0,-100.0,0.0,0.0,0.0,100.0
2003-04-18,25.0,0.0,0.0,0.0,0.0,0.0,-50.0,-25.0,-75.0,75.0,25.0,100.0,25.0,0.0,-25.0,50.0,-50.0,0.0,0.0,0.0,0.0,0.0,-25.0,75.0,-50.0,-25.0,-25.0,-50.0,-50.0,-75.0,25.0,-25.0,25.0,0.0
