Date,3m pnl,3m sharpe
2000-08-16,0.003796082817714738,1.024641249501168
2000-08-17,0.007013441268815488,1.7677430434187724
2000-08-18,0.009040623222094146,2.2554021232441244
2000-08-21,0.011564330485592442,2.7767479885625757
2000-08-22,0.013191754444953125,3.161314363507554
2000-08-23,0.01849853493406603,3.739588956471382
2000-08-24,0.017744109903978022,3.550072242506021
2000-08-25,0.01686772984712348,3.390267245173914
2000-08-28,0.017534000254577603,3.5294382461988176
2000-08-29,0.019117855443746914,3.838738808289587
2000-08-30,0.018939699649126805,3.800026768155819
2000-08-31,0.02139506130369314,4.190807224805678
2000-09-01,0.023614833398575535,4.524029870359995
2000-09-04,0.02708880868309995,5.0164554782020785
2000-09-05,0.02896421181423205,5.340752373423497
2000-09-06,0.035608102871212535,5.5616626635957624
2000-09-07,0.037957887750332715,5.84680376280288
2000-09-08,0.03379071835166042,4.907126339803303
2000-09-11,0.036211776399205836,5.151769390219758
2000-09-12,0.030193132848780384,4.028631041598473
2000-09-13,0.0299039986888288,3.9849757182343346
2000-09-14,0.029779909959742706,3.9657731364927336
2000-09-15,0.03839454883649967,4.543559959435035
2000-09-18,0.040277115587316954,4.787430660483931
2000-09-19,0.036926235392442344,4.338344536321212
2000-09-20,0.03794053108651017,4.455268926314642
2000-09-21,0.03170613800835396,3.4495758700384056
2000-09-22,0.02238673760237959,2.1565410117484545
2000-09-25,0.015712899080974126,1.4456375633378353
2000-09-26,0.011245929725827048,1.0099321756407618
2000-09-27,0.010360341682014239,0.9294104001368809
2000-09-28,0.011915813785533795,1.0682777122066085
2000-09-29,0.010049372786535551,0.9000748137864742
2000-10-02,0.008854397766116644,0.7933863407649163
2000-10-03,0.010423627374979538,0.9343963758427648
2000-10-04,0.013807191461858461,1.2485440581893883
2000-10-05,0.016244568262005408,1.459666203465246
2000-10-06,0.01560098835967167,1.4013919371227685
2000-10-09,0.01725834042968663,1.54868452357142
2000-10-10,0.016672204172260598,1.4955329180769976
2000-10-11,0.020929305431671742,1.8310781981431963
2000-10-12,0.024709565266738887,2.1149043823513387
2000-10-13,0.0235952580331853,2.019401123429579
2000-10-16,0.025727496299088666,2.2034522232095606
2000-10-17,0.029369234808521317,2.4819599897708384
2000-10-18,0.037076897063294804,3.0114876707640423
2000-10-19,0.0326000918264439,2.5903027097211755
2000-10-20,0.029406882715905584,2.2872325856039044
2000-10-23,0.035867687400370565,2.7328094055710146
2000-10-24,0.029257899409556132,2.1413446788043085
2000-10-25,0.03648879425360682,2.601197258699075
2000-10-26,0.03746799117187741,2.673659290148074
2000-10-27,0.03188263200102408,2.206256997642669
2000-10-30,0.03158814959090777,2.1855485049707957
2000-10-31,0.026960831020293435,1.842083968979998
2000-11-01,0.020222916186779266,1.350563055632661
2000-11-02,0.02124628558284074,1.4172950279054546
2000-11-03,0.013930638266195696,0.9089983736334473
2000-11-06,0.010904396841520626,0.7063559484970618
2000-11-07,0.010472389809551747,0.6788744998462977
2000-11-08,0.009722639732621323,0.6313658457865656
2000-11-09,0.014567693104473143,0.9339438610018191
2000-11-10,0.020358093330894975,1.2839006170832996
2000-11-13,0.031831770676605954,1.8759741272588533
2000-11-14,0.0246384803662044,1.4182582051864
2000-11-15,0.028778627023042846,1.660763588715438
2000-11-16,0.033134165760254936,1.8803413719066087
2000-11-17,0.04022820911349289,2.22633745610528
2000-11-20,0.04161213615625422,2.2968070421730764
2000-11-21,0.043997397781349167,2.421233757981767
2000-11-22,0.04140196531254483,2.2947712431584373
2000-11-23,0.0477315578588938,2.6320898461735456
2000-11-24,0.04317230979450689,2.3588756566582583
2000-11-27,0.03585567601478064,1.9181977132947565
2000-11-28,0.04309508631795009,2.2557398382745495
2000-11-29,0.05098910840196678,2.625990045778459
2000-11-30,0.051928815523471374,2.67067635423554
2000-12-01,0.03623410271215526,1.7554521513161248
2000-12-04,0.0339852543141822,1.649924895689429
2000-12-05,0.026629135399954672,1.2787394944524357
2000-12-06,0.01839748027727011,0.8955710800617511
2000-12-07,0.01694561654776,0.8261320601688855
2000-12-08,0.016759552722224944,0.8166600330690117
2000-12-11,0.008756753254211578,0.42499927400719295
2000-12-12,0.01804817521898173,0.8772736728969108
2000-12-13,0.025640719809266167,1.2307157475978774
2000-12-14,0.033279922698339105,1.579411624193069
2000-12-15,0.03894109619848097,1.7880739362582259
2000-12-18,0.041304795617177245,1.8931281237454243
2000-12-19,0.04062993081238639,1.8601699287035403
2000-12-20,0.053426575823842956,2.3386193774467965
2000-12-21,0.06341893180998286,2.807046891278716
2000-12-22,0.07314681564589871,3.3248367308269335
2000-12-25,0.07611068915680679,3.491029292534798
2000-12-26,0.08144926510103401,3.7699235424965662
2000-12-27,0.08278670044874896,3.8359046693700916
2000-12-28,0.07925876893202885,3.6593480348034633
2000-12-29,0.08765285866394203,4.012516527262965
2001-01-01,0.08747311329349938,4.0036323463124255
2001-01-02,0.102102870791448,4.448526025421624
2001-01-03,0.09190980341944191,3.892033920346519
2001-01-04,0.0829058020492508,3.4664628051576245
2001-01-05,0.0866168282124653,3.6202334652218178
2001-01-08,0.08887770195166232,3.7104039492458076
2001-01-09,0.09205828836513978,3.843958514777513
2001-01-10,0.08772525277250147,3.6758424483070837
2001-01-11,0.07721176847411211,3.216785941651937
2001-01-12,0.06309217015546226,2.501683351776207
2001-01-15,0.06108353219174437,2.4206938904219717
2001-01-16,0.056236564447419486,2.2325668809669548
2001-01-17,0.040657231697866066,1.6019673582429301
2001-01-18,0.048158883926247384,1.9067664019705142
2001-01-19,0.0463111344059177,1.8241998344357355
2001-01-22,0.03320510136322586,1.2991883325086258
2001-01-23,0.03903906673618558,1.5441375359101963
2001-01-24,0.028331503597445976,1.1253965334695657
2001-01-25,0.032627312435907566,1.2917061267981036
2001-01-26,0.04574497627637791,1.817603591472969
2001-01-29,0.04010575774296725,1.5808623046509833
2001-01-30,0.044151758860556965,1.748040555207723
2001-01-31,0.05939824050519884,2.3389517550645285
2001-02-01,0.06290404524705562,2.468075068634077
2001-02-02,0.06720541180381613,2.659142860492915
2001-02-05,0.07887682984255757,3.1045394234161914
2001-02-06,0.07338336277816741,2.873695859384551
2001-02-07,0.08324800476993527,3.1912118890887204
2001-02-08,0.07818835758506434,3.004870921114762
2001-02-09,0.08160887952517058,3.1108552980423285
2001-02-12,0.06364328599400448,2.4638943248314336
2001-02-13,0.06900132782977077,2.700691874542384
2001-02-14,0.0599303055152227,2.3150685589994926
2001-02-15,0.038588855359731854,1.4430498568281638
2001-02-16,0.046408785017836345,1.6812482173275607
2001-02-19,0.045271807981083746,1.641631579006519
2001-02-20,0.044327210060933625,1.6085512712287597
2001-02-21,0.046228343595599894,1.6741652021474747
2001-02-22,0.042319042483878314,1.5371121580825717
2001-02-23,0.05559826260301782,2.004617632348655
2001-02-26,0.05996081287416407,2.1796994484213954
2001-02-27,0.06374599888739012,2.2901009405795643
2001-02-28,0.056719153456413374,2.053001245140701
2001-03-01,0.05785594702349269,2.0916624112813067
2001-03-02,0.06984231621206652,2.6113809217262594
2001-03-05,0.06724169657258317,2.5109195096885957
2001-03-06,0.06637839900275593,2.473258904844732
2001-03-07,0.08154317373071598,2.9532684511182103
2001-03-08,0.08347853643259487,3.0215006007192566
2001-03-09,0.09343587697271669,3.3885414004006957
2001-03-12,0.11599050925855744,4.055647353221514
2001-03-13,0.11000233382507002,3.8451803878998096
2001-03-14,0.12498444428206293,4.133188556267714
2001-03-15,0.12839000631495773,4.219604123133564
2001-03-16,0.13456464713761734,4.31436910167993
2001-03-19,0.12435954553578192,3.9470021986843493
2001-03-20,0.1241001990514133,3.937523388666068
2001-03-21,0.12858740773006627,4.014487540407852
2001-03-22,0.15466858009667,4.431875252427435
2001-03-23,0.13136385052752855,3.542357105364765
2001-03-26,0.10951114250527899,2.77989887470634
2001-03-27,0.09001135195930157,2.2116479113035714
2001-03-28,0.10190517022485625,2.481625990819976
2001-03-29,0.11024939310197111,2.6842901768268623
2001-03-30,0.1156345450396173,2.7965855450470087
2001-04-02,0.12475861731321237,3.008063133893033
2001-04-03,0.12183774449168135,2.953046634473038
2001-04-04,0.12392642851623689,3.0134631351303307
2001-04-05,0.10853554473932785,2.5479561630384304
2001-04-06,0.11242188239226017,2.6339864284329777
2001-04-09,0.10701451015265491,2.5058817612122413
2001-04-10,0.0796399257952163,1.7832535260069413
2001-04-11,0.06447736154928985,1.422858620409576
2001-04-12,0.05703843896470447,1.247421124972697
2001-04-13,0.07260499345453998,1.6110190355545202
2001-04-16,0.07588278526724243,1.6839186194717568
2001-04-17,0.08225005908657453,1.8232393582210353
2001-04-18,0.06972129362462964,1.5089388233549121
2001-04-19,0.058656872471468106,1.2633137057442645
2001-04-20,0.07683043726224288,1.6518388406564997
2001-04-23,0.09220707039286606,1.985532378659677
2001-04-24,0.09192482966863981,1.9792689768950875
2001-04-25,0.09881638772610647,2.1308715308731645
2001-04-26,0.08642524896733629,1.8554023233314232
2001-04-27,0.08066844524339953,1.7345108063674282
2001-04-30,0.08162374159285622,1.7563302916529964
2001-05-01,0.0751057937296999,1.6104815158245378
2001-05-02,0.060526601763177736,1.3000450737728102
2001-05-03,0.058455604824694696,1.256589457367743
2001-05-04,0.05576698386005041,1.1972691760712866
2001-05-07,0.04886406589385015,1.052343783525334
2001-05-08,0.06113715089233203,1.3140901802445388
2001-05-09,0.04985364880057031,1.0791781329504004
2001-05-10,0.05245899402606449,1.1353758605497684
2001-05-11,0.04436938627262785,0.9645316529903699
2001-05-14,0.05139143722737398,1.1198172349315076
2001-05-15,0.054537764224493274,1.1887570937344183
2001-05-16,0.058701386497543064,1.283451156279062
2001-05-17,0.0673910981029121,1.4903362425032554
2001-05-18,0.04980341575104495,1.1178006318401006
2001-05-21,0.05096413669685137,1.1434330776077308
2001-05-22,0.05524713711847314,1.2369213620950736
2001-05-23,0.05085120466161666,1.1396543664867835
2001-05-24,0.04483479747793107,1.0026955078881605
2001-05-25,0.042201603564088995,0.9460470799693701
2001-05-28,0.045053429812800756,1.01064670546302
2001-05-29,0.03521220879486977,0.7966392541902733
2001-05-30,0.03720365860340273,0.841457413838887
2001-05-31,0.035281038784791524,0.798586000732131
2001-06-01,0.030165990040413336,0.6808781721777145
2001-06-04,0.03499727671972795,0.7897890612723824
2001-06-05,0.03773670895485761,0.8533580636516319
2001-06-06,0.022044732699867058,0.5045876216905327
2001-06-07,0.017404897249713152,0.39852538652466624
2001-06-08,0.014255687038512379,0.3269561572658733
2001-06-11,0.004247762893612732,0.09913011750779989
2001-06-12,0.01126324332320102,0.2623469556508488
2001-06-13,-0.011490263584807273,-0.2769420123022808
2001-06-14,-0.020417536565896732,-0.49605888103791573
2001-06-15,-0.02960923886793295,-0.7356619187289909
2001-06-18,-0.019716749571960398,-0.4911159196581859
2001-06-19,-0.012459775302774981,-0.31004317212355975
2001-06-20,-0.027337090941187317,-0.6990991039132594
2001-06-21,-0.06320561934274492,-1.7517855342233029
2001-06-22,-0.039954881961863226,-1.1631540720722566
2001-06-25,-0.01036006224056589,-0.3224132102679241
2001-06-26,0.008795107962264759,0.28637313485672616
2001-06-27,-0.0035286667460297187,-0.11731890246508792
2001-06-28,-0.002118039991691156,-0.07023287922492759
2001-06-29,-0.023322451093582677,-0.7843647886423672
2001-07-02,-0.033161464282792125,-1.1286846161905701
2001-07-03,-0.04262851251592955,-1.4858958438968215
2001-07-04,-0.029431455607671724,-1.0272492516597005
2001-07-05,-0.0022066315954892874,-0.0826601926220286
2001-07-06,-0.017846037293633224,-0.6670788919145971
2001-07-09,-0.014588970538437497,-0.5452589550503213
2001-07-10,0.014170040256873432,0.5947641992522712
2001-07-11,0.03042182576581813,1.3402677915531724
2001-07-12,0.03526599597583332,1.595128449131877
2001-07-13,0.036227220384023796,1.6376566792611738
2001-07-16,0.03718605455600471,1.6789552921489355
2001-07-17,0.029735521877239785,1.3505122207612363
2001-07-18,0.0545730077128414,2.833185914606685
2001-07-19,0.05851288143916944,3.0981383285380075
2001-07-20,0.0453167499267139,2.4836559067375683
2001-07-23,0.04248209794393791,2.3592665474551504
2001-07-24,0.04834191454705001,2.6763390198207544
2001-07-25,0.04972332001374018,2.7440132239117
2001-07-26,0.0532319219706625,2.9938936263329263
2001-07-27,0.04739088543641958,2.6288675583492562
2001-07-30,0.05360880345702292,3.0095772760680863
2001-07-31,0.055447178415497345,3.1430696699412777
2001-08-01,0.05428870459927812,3.0581415392288744
2001-08-02,0.04042745472621204,2.1727911295497027
2001-08-03,0.05114236142969713,2.7454634759624352
2001-08-06,0.051698142929133384,2.7745257817115214
2001-08-07,0.04924886025191313,2.6735912066076
2001-08-08,0.06191284354810004,3.1848013613911474
2001-08-09,0.06648938611730008,3.379334446116847
2001-08-10,0.07168559454298652,3.6092244593269895
2001-08-13,0.0706448315690763,3.5564487987811324
2001-08-14,0.053439680548475775,2.479270052106308
2001-08-15,0.052249952635335606,2.4169231248676253
2001-08-16,0.06497013599843363,3.0035049243940395
2001-08-17,0.07570476915984047,3.4388786061432803
2001-08-20,0.0789700838796176,3.561299684670499
2001-08-21,0.06997222807859146,3.1727539361750257
2001-08-22,0.062271932470528216,2.774494094913293
2001-08-23,0.06736851683576768,3.028783433293306
2001-08-24,0.050341473152123346,2.2063429572520334
2001-08-27,0.04837399368179666,2.1171383413457296
2001-08-28,0.06090124687839802,2.546647115706118
2001-08-29,0.0654255632891798,2.7144999536622043
2001-08-30,0.08357974758837493,3.2082844070402214
2001-08-31,0.08699576510791213,3.364973408123103
2001-09-03,0.09307015476388221,3.560343224997997
2001-09-04,0.07307438360287814,2.5259737768302335
2001-09-05,0.08556878795998163,2.91918849951248
2001-09-06,0.1124921561800532,3.552587276396282
2001-09-07,0.12901804651226548,3.92911081409566
2001-09-10,0.1265580189940634,3.8647634779725046
2001-09-11,0.16439192167847752,4.24384542460318
2001-09-12,0.1622895346151176,4.183028007396088
2001-09-13,0.16854264325381305,4.33554948296544
2001-09-14,0.18226782675989223,4.533674772137218
2001-09-17,0.1747356686911366,4.328071000933294
2001-09-18,0.1690396178632165,4.182418430839221
2001-09-19,0.17658359218747266,4.3449670959706195
2001-09-20,0.20711948782798417,4.955011136223199
2001-09-21,0.23191853601408172,5.366971493844827
2001-09-24,0.20112619492490164,4.401323235585644
2001-09-25,0.2000172985241419,4.375137615588517
2001-09-26,0.19953703704775463,4.3637995522049655
2001-09-27,0.18816915166973863,4.107865682418013
2001-09-28,0.1814585466819315,3.9150905981185837
2001-10-01,0.1901297489946829,4.10089007454399
2001-10-02,0.19013308114686664,4.100961756437945
2001-10-03,0.18403960410451548,3.9689435556325043
2001-10-04,0.1611523915733495,3.397662934263168
2001-10-05,0.17024685956514476,3.6130768009225007
2001-10-08,0.1681018986967376,3.5656472216887436
2001-10-09,0.15656929530053607,3.3034894043005694
2001-10-10,0.14144728376682944,2.9457402371441086
2001-10-11,0.12443927250270251,2.5067500631881656
2001-10-12,0.13155930793899887,2.642855144055214
2001-10-15,0.1331679519863323,2.6741735681749845
2001-10-16,0.13097231218429337,2.6272382002863406
2001-10-17,0.12509040604302282,2.5079497029428683
2001-10-18,0.14015277870243828,2.8049006005999684
2001-10-19,0.13687277812843612,2.7337721485340616
2001-10-22,0.1328738414328865,2.6552084231469677
2001-10-23,0.12356877993704642,2.4638902234627396
2001-10-24,0.12025819993017005,2.398603491645499
2001-10-25,0.1277960721177659,2.553725100942138
2001-10-26,0.1337079987550718,2.6785868042345706
2001-10-29,0.14081266591642008,2.8150252246484704
2001-10-30,0.15820647064917312,3.1536550675087462
2001-10-31,0.17701425722438555,3.5258490644405076
2001-11-01,0.19491904628939732,3.9145441414630002
2001-11-02,0.18274829980362084,3.6574689723537523
2001-11-05,0.18135861599661782,3.6287634768790213
2001-11-06,0.17654821813826907,3.5337729087840213
2001-11-07,0.17078693325555372,3.4338598649655485
2001-11-08,0.15270216485398194,3.046049414220008
2001-11-09,0.1383781273019625,2.7486251403969932
2001-11-12,0.13904773837027856,2.762181864159135
2001-11-13,0.13929455955473136,2.768295681708928
2001-11-14,0.1332369018547207,2.6328138405079526
2001-11-15,0.1151715689831724,2.2613249622354923
2001-11-16,0.09622548481520447,1.8838053452413686
2001-11-19,0.08877746233146182,1.7404479973393618
2001-11-20,0.08723623896431154,1.709124780526709
2001-11-21,0.09375867487159381,1.843256771624119
2001-11-22,0.08784439554544687,1.7226999222525
2001-11-23,0.09841227771282637,1.9435254858996263
2001-11-26,0.10579874875647519,2.0887386006164066
2001-11-27,0.0842416032405764,1.672795799693003
2001-11-28,0.0780714239640363,1.5529898070937787
2001-11-29,0.05800712492080435,1.177235688328823
2001-11-30,0.052523455188406565,1.0619991445023114
2001-12-03,0.042273049413212825,0.8578620180695607
2001-12-04,0.06959213742908653,1.459035786631589
2001-12-05,0.05718402300047659,1.2052641779774813
2001-12-06,0.03508160114516321,0.7660714426583849
2001-12-07,0.015123909485509596,0.33747972642134744
2001-12-10,0.013518607789929915,0.3019299630843546
2001-12-11,-0.02558026142321771,-0.6542940428637843
2001-12-12,-0.018335994353816353,-0.4684243382681632
2001-12-13,-0.025577223927982805,-0.6567978298218107
2001-12-14,-0.05329196547060466,-1.4470557888489926
2001-12-17,-0.04759669396563134,-1.2937454008167666
2001-12-18,-0.04445464725137747,-1.2077390629879685
2001-12-19,-0.05942066993806084,-1.635061907039304
2001-12-20,-0.07917459153651164,-2.320137942331947
2001-12-21,-0.10584204210399648,-3.3757362250312557
2001-12-24,-0.0835548132696293,-2.9015717721348575
2001-12-25,-0.08265109902804638,-2.8693890170900107
2001-12-26,-0.08349065380566985,-2.898848453840075
2001-12-27,-0.07567920696633008,-2.6205211216508135
2001-12-28,-0.06019470023029379,-2.1498715209649415
2001-12-31,-0.0613528518517328,-2.1977212593793825
2002-01-01,-0.06645863499652362,-2.3864746980852396
2002-01-02,-0.06541958993891565,-2.3482374292038486
2002-01-03,-0.04878055913541441,-1.8342289738022466
2002-01-04,-0.060868431326613584,-2.245649642051803
2002-01-07,-0.059497892388489244,-2.194088915648946
2002-01-08,-0.050660578626254664,-1.8799540638054093
2002-01-09,-0.03351988483994189,-1.273093338101953
2002-01-10,-0.008725669137081855,-0.375186567060616
2002-01-11,-0.015172259155321563,-0.6651243836379727
2002-01-14,-0.016696648674767004,-0.7344606869729413
2002-01-15,-0.01853349717944552,-0.8119471197117585
2002-01-16,-0.012588141357595669,-0.5492945260889572
2002-01-17,-0.01674195334488955,-0.7439509564533875
2002-01-18,-0.010969379854730434,-0.4909049104603041
2002-01-21,-0.010940285343135923,-0.4895921881331604
2002-01-22,-0.0004693331808552914,-0.02096667633706573
2002-01-23,-0.0016603377137761747,-0.07419720767327766
2002-01-24,-0.004698564676860523,-0.21053896197781244
2002-01-25,-0.011229709192520811,-0.49928837416939026
2002-01-28,-0.023774901451296456,-1.0744855180249655
2002-01-29,-0.03529988986754757,-1.6701445810025446
2002-01-30,-0.049145383788386426,-2.4459054495444836
2002-01-31,-0.05450117844316481,-2.7632848455528256
2002-02-01,-0.056333046403041265,-2.8358119740969676
2002-02-04,-0.054354617174487106,-2.7285672326555592
2002-02-05,-0.04648910454581506,-2.2686074525732303
2002-02-06,-0.048775731905162226,-2.403628059081353
2002-02-07,-0.03958926116151695,-2.0156427460735364
2002-02-08,-0.031228450215909923,-1.6182023474004723
2002-02-11,-0.037602078972185954,-1.935307082384287
2002-02-12,-0.027633881884260532,-1.527600063185481
2002-02-13,-0.021937670887611505,-1.2530569619767256
2002-02-14,-0.011787956984850714,-0.7060204785934197
2002-02-15,0.002719455401506467,0.16761096362697142
2002-02-18,0.006938890653099979,0.4247817992008497
2002-02-19,0.019478200189609017,1.1604797470126822
2002-02-20,0.020013491647663053,1.1928253632115455
2002-02-21,0.02143429300542457,1.2865387879996188
2002-02-22,0.026013817048871093,1.5491722973876825
2002-02-25,0.020298037332933325,1.2245345310839255
2002-02-26,0.022672028685530126,1.3853816701035937
2002-02-27,0.021084955323680918,1.288135584532604
2002-02-28,0.013721162444497271,0.8202150752783479
2002-03-01,0.005616749819679495,0.30842263919908464
2002-03-04,-0.004242275941423949,-0.2231844508234844
2002-03-05,-0.012034559140873822,-0.6321150278593493
2002-03-06,-0.01864660747861146,-0.9596508644412338
2002-03-07,-0.04153785452169207,-1.9242184970736158
2002-03-08,-0.04372959470965274,-2.022679305342963
2002-03-11,-0.050988031897271975,-2.367248682347315
2002-03-12,-0.05267293816518913,-2.455223910211834
2002-03-13,-0.053822777371710206,-2.516092967590631
2002-03-14,-0.05532919739177581,-2.587402933874173
2002-03-15,-0.050848364291987073,-2.37799969577877
2002-03-18,-0.050291868438185686,-2.350405766499874
2002-03-19,-0.04961045140213095,-2.31609554044176
2002-03-20,-0.04334175163585715,-2.023026804829551
2002-03-21,-0.04505984637577637,-2.112170299609366
2002-03-22,-0.042193063492179994,-1.9754321345251145
2002-03-25,-0.0366800791008974,-1.72018175888006
2002-03-26,-0.038416150694877485,-1.8014069179508279
2002-03-27,-0.03870719257951805,-1.8148096264280158
2002-03-28,-0.04038060217402932,-1.8996473292624154
2002-03-29,-0.03884394832891126,-1.824669235924139
2002-04-01,-0.041142186257175806,-1.947245820920612
2002-04-02,-0.0339409887321585,-1.5926700567496201
2002-04-03,-0.04112490992000111,-1.9118126903679202
2002-04-04,-0.043220548751593243,-2.0066824932619287
2002-04-05,-0.032922088037979476,-1.5793681123600352
2002-04-08,-0.03256021184577411,-1.5615445431565205
2002-04-09,-0.0335723652432211,-1.6115450183653763
2002-04-10,-0.03867204227468093,-1.8683313655213225
2002-04-11,-0.03530735627189033,-1.698265495450371
2002-04-12,-0.03824885787299512,-1.8460135863013047
2002-04-15,-0.04544807393547887,-2.199313966643641
2002-04-16,-0.03768450800775042,-1.83380599608361
2002-04-17,-0.038369239037960495,-1.8704820655221712
2002-04-18,-0.04711285339439276,-2.3323477605779974
2002-04-19,-0.043740261175280334,-2.1535435867106356
2002-04-22,-0.0509187024808999,-2.4900748304276705
2002-04-23,-0.05454170772374424,-2.6939068069049497
